time,us_aqi,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,ozone,carbon_monoxide,temperature,humidity,pressure,wind_speed
2024-09-05 00:00:00,104,35.0,50.5,15.0,9.2,87.0,533.0,0.0,0.0,0.0,0.0
2024-09-05 01:00:00,102,25.1,36.9,15.3,9.0,95.0,495.0,0.0,0.0,0.0,0.0
2024-09-05 02:00:00,99,20.4,30.0,15.6,8.9,106.0,443.0,0.0,0.0,0.0,0.0
2024-09-05 03:00:00,96,18.8,27.6,15.1,9.3,117.0,402.0,0.0,0.0,0.0,0.0
2024-09-05 04:00:00,94,17.5,25.6,13.2,11.0,129.0,386.0,0.0,0.0,0.0,0.0
2024-09-05 05:00:00,92,19.0,27.8,10.7,13.3,141.0,382.0,0.0,0.0,0.0,0.0
2024-09-05 06:00:00,91,23.8,35.3,8.5,14.7,152.0,377.0,0.0,0.0,0.0,0.0
2024-09-05 07:00:00,90,21.9,32.4,6.9,14.2,163.0,365.0,0.0,0.0,0.0,0.0
2024-09-05 08:00:00,90,22.4,33.2,5.8,12.7,174.0,352.0,0.0,0.0,0.0,0.0
2024-09-05 09:00:00,96,22.3,33.3,5.9,11.6,179.0,349.0,0.0,0.0,0.0,0.0
2024-09-05 10:00:00,113,22.2,33.3,6.2,11.4,180.0,340.0,0.0,0.0,0.0,0.0
2024-09-05 11:00:00,129,24.3,36.1,7.7,11.6,175.0,340.0,0.0,0.0,0.0,0.0
2024-09-05 12:00:00,142,26.3,39.2,13.5,11.4,160.0,395.0,0.0,0.0,0.0,0.0
2024-09-05 13:00:00,148,33.9,49.8,41.9,11.1,115.0,768.0,0.0,0.0,0.0,0.0
2024-09-05 14:00:00,143,43.8,63.8,80.7,10.7,54.0,1279.0,0.0,0.0,0.0,0.0
2024-09-05 15:00:00,122,45.8,66.4,107.3,10.3,10.0,1632.0,0.0,0.0,0.0,0.0
2024-09-05 16:00:00,91,46.8,67.8,111.6,10.0,0.0,1692.0,0.0,0.0,0.0,0.0
2024-09-05 17:00:00,91,47.1,68.5,103.7,9.7,3.0,1594.0,0.0,0.0,0.0,0.0
2024-09-05 18:00:00,91,46.8,67.8,91.2,9.3,13.0,1444.0,0.0,0.0,0.0,0.0
2024-09-05 19:00:00,92,45.1,65.4,73.8,8.7,27.0,1257.0,0.0,0.0,0.0,0.0
2024-09-05 20:00:00,92,43.3,62.9,51.7,7.9,46.0,1018.0,0.0,0.0,0.0,0.0
2024-09-05 21:00:00,91,39.9,58.0,33.1,7.4,65.0,794.0,0.0,0.0,0.0,0.0
2024-09-05 22:00:00,92,30.7,44.9,20.4,7.3,85.0,587.0,0.0,0.0,0.0,0.0
2024-09-05 23:00:00,92,25.3,37.1,11.2,7.3,105.0,395.0,0.0,0.0,0.0,0.0
2024-09-06 00:00:00,92,23.4,34.2,6.1,4.7,111.0,275.0,0.0,0.0,0.0,0.0
2024-09-06 01:00:00,91,22.8,33.3,11.3,4.7,101.0,346.0,0.0,0.0,0.0,0.0
2024-09-06 02:00:00,91,23.7,34.5,18.2,4.9,88.0,442.0,0.0,0.0,0.0,0.0
2024-09-06 03:00:00,91,25.4,37.0,22.0,6.1,86.0,502.0,0.0,0.0,0.0,0.0
2024-09-06 04:00:00,91,25.7,37.5,19.5,9.2,106.0,490.0,0.0,0.0,0.0,0.0
2024-09-06 05:00:00,92,25.4,37.3,13.9,13.2,137.0,441.0,0.0,0.0,0.0,0.0
2024-09-06 06:00:00,93,25.6,37.7,9.3,16.3,164.0,403.0,0.0,0.0,0.0,0.0
2024-09-06 07:00:00,93,27.0,39.9,7.2,17.6,183.0,392.0,0.0,0.0,0.0,0.0
2024-09-06 08:00:00,93,31.1,45.9,6.2,17.9,199.0,391.0,0.0,0.0,0.0,0.0
2024-09-06 09:00:00,94,32.9,48.8,6.6,17.6,206.0,397.0,0.0,0.0,0.0,0.0
2024-09-06 10:00:00,115,34.0,50.5,5.0,16.7,207.0,369.0,0.0,0.0,0.0,0.0
2024-09-06 11:00:00,140,34.6,51.6,4.7,15.2,200.0,349.0,0.0,0.0,0.0,0.0
2024-09-06 12:00:00,161,24.9,37.1,15.6,12.2,150.0,414.0,0.0,0.0,0.0,0.0
2024-09-06 13:00:00,168,29.9,44.1,46.3,12.6,108.0,791.0,0.0,0.0,0.0,0.0
2024-09-06 14:00:00,163,40.0,58.6,88.2,13.1,50.0,1311.0,0.0,0.0,0.0,0.0
2024-09-06 15:00:00,144,48.7,70.8,116.3,13.2,8.0,1699.0,0.0,0.0,0.0,0.0
2024-09-06 16:00:00,106,51.7,75.0,118.7,12.4,0.0,1857.0,0.0,0.0,0.0,0.0
2024-09-06 17:00:00,96,50.4,72.9,107.2,11.2,0.0,1883.0,0.0,0.0,0.0,0.0
2024-09-06 18:00:00,97,47.1,68.5,92.5,10.0,3.0,1791.0,0.0,0.0,0.0,0.0
2024-09-06 19:00:00,97,41.9,61.2,75.7,8.9,16.0,1519.0,0.0,0.0,0.0,0.0
2024-09-06 20:00:00,96,37.4,54.7,55.8,7.7,33.0,1129.0,0.0,0.0,0.0,0.0
2024-09-06 21:00:00,96,33.4,48.8,39.9,6.8,47.0,821.0,0.0,0.0,0.0,0.0
2024-09-06 22:00:00,95,28.2,41.3,31.2,6.1,51.0,678.0,0.0,0.0,0.0,0.0
2024-09-06 23:00:00,95,27.6,40.5,26.6,5.6,50.0,616.0,0.0,0.0,0.0,0.0
2024-09-07 00:00:00,95,29.4,43.1,21.5,7.9,69.0,579.0,0.0,0.0,0.0,0.0
2024-09-07 01:00:00,96,19.9,29.1,21.1,7.5,74.0,551.0,0.0,0.0,0.0,0.0
2024-09-07 02:00:00,96,19.3,28.2,20.3,7.0,82.0,513.0,0.0,0.0,0.0,0.0
2024-09-07 03:00:00,95,19.3,29.2,18.8,7.7,95.0,480.0,0.0,0.0,0.0,0.0
2024-09-07 04:00:00,95,20.5,31.1,15.8,10.7,117.0,460.0,0.0,0.0,0.0,0.0
2024-09-07 05:00:00,94,20.2,31.0,11.9,14.8,145.0,446.0,0.0,0.0,0.0,0.0
2024-09-07 06:00:00,94,19.8,30.6,8.9,17.6,168.0,436.0,0.0,0.0,0.0,0.0
2024-09-07 07:00:00,93,22.4,34.8,7.0,17.9,183.0,425.0,0.0,0.0,0.0,0.0
2024-09-07 08:00:00,93,25.1,40.0,5.9,16.8,194.0,418.0,0.0,0.0,0.0,0.0
2024-09-07 09:00:00,93,27.3,43.7,6.1,16.1,201.0,423.0,0.0,0.0,0.0,0.0
2024-09-07 10:00:00,119,29.6,47.0,4.5,16.4,209.0,408.0,0.0,0.0,0.0,0.0
2024-09-07 11:00:00,146,31.1,49.5,4.1,16.9,213.0,406.0,0.0,0.0,0.0,0.0
2024-09-07 12:00:00,165,23.4,36.4,14.6,17.3,199.0,490.0,0.0,0.0,0.0,0.0
2024-09-07 13:00:00,179,31.8,48.0,49.1,17.3,149.0,867.0,0.0,0.0,0.0,0.0
2024-09-07 14:00:00,179,46.1,68.2,96.4,17.2,81.0,1384.0,0.0,0.0,0.0,0.0
2024-09-07 15:00:00,165,54.1,79.9,128.9,17.2,31.0,1753.0,0.0,0.0,0.0,0.0
2024-09-07 16:00:00,138,57.5,84.8,133.8,17.6,18.0,1838.0,0.0,0.0,0.0,0.0
2024-09-07 17:00:00,101,58.8,86.6,123.9,18.0,23.0,1775.0,0.0,0.0,0.0,0.0
2024-09-07 18:00:00,94,60.8,89.6,110.8,17.7,29.0,1680.0,0.0,0.0,0.0,0.0
2024-09-07 19:00:00,95,60.5,89.2,97.1,15.9,30.0,1593.0,0.0,0.0,0.0,0.0
2024-09-07 20:00:00,96,57.4,84.3,80.1,13.3,32.0,1474.0,0.0,0.0,0.0,0.0
2024-09-07 21:00:00,98,52.2,76.4,63.0,11.2,38.0,1315.0,0.0,0.0,0.0,0.0
2024-09-07 22:00:00,99,41.9,61.5,44.1,10.0,51.0,1059.0,0.0,0.0,0.0,0.0
2024-09-07 23:00:00,100,32.1,47.1,25.1,9.2,68.0,762.0,0.0,0.0,0.0,0.0
2024-09-08 00:00:00,101,29.6,43.2,21.8,6.4,44.0,672.0,0.0,0.0,0.0,0.0
2024-09-08 01:00:00,101,27.5,39.9,25.6,7.2,50.0,716.0,0.0,0.0,0.0,0.0
2024-09-08 02:00:00,102,29.9,43.3,30.6,8.6,60.0,773.0,0.0,0.0,0.0,0.0
2024-09-08 03:00:00,103,30.7,45.5,31.8,10.7,81.0,788.0,0.0,0.0,0.0,0.0
2024-09-08 04:00:00,104,27.3,41.2,25.7,14.8,122.0,723.0,0.0,0.0,0.0,0.0
2024-09-08 05:00:00,105,25.6,39.1,15.8,19.8,173.0,617.0,0.0,0.0,0.0,0.0
2024-09-08 06:00:00,105,26.8,40.9,8.3,22.5,211.0,531.0,0.0,0.0,0.0,0.0
2024-09-08 07:00:00,106,26.9,41.0,5.6,20.8,225.0,486.0,0.0,0.0,0.0,0.0
2024-09-08 08:00:00,106,25.2,38.2,5.2,16.8,225.0,460.0,0.0,0.0,0.0,0.0
2024-09-08 09:00:00,111,23.6,35.7,6.1,13.7,222.0,450.0,0.0,0.0,0.0,0.0
2024-09-08 10:00:00,147,23.5,35.4,4.2,12.7,222.0,409.0,0.0,0.0,0.0,0.0
2024-09-08 11:00:00,174,22.9,34.6,3.6,12.6,218.0,384.0,0.0,0.0,0.0,0.0
2024-09-08 12:00:00,195,22.9,34.9,16.3,8.9,174.0,483.0,0.0,0.0,0.0,0.0
2024-09-08 13:00:00,202,35.0,52.3,50.9,9.3,125.0,911.0,0.0,0.0,0.0,0.0
2024-09-08 14:00:00,196,44.8,66.4,98.2,9.9,57.0,1497.0,0.0,0.0,0.0,0.0
2024-09-08 15:00:00,172,49.4,73.1,131.2,10.3,8.0,1914.0,0.0,0.0,0.0,0.0
2024-09-08 16:00:00,133,51.2,76.1,137.1,10.6,0.0,2008.0,0.0,0.0,0.0,0.0
2024-09-08 17:00:00,104,52.3,78.2,128.6,10.8,0.0,1933.0,0.0,0.0,0.0,0.0
2024-09-08 18:00:00,103,52.5,78.7,116.9,10.5,7.0,1815.0,0.0,0.0,0.0,0.0
2024-09-08 19:00:00,102,50.5,75.7,104.7,9.6,10.0,1680.0,0.0,0.0,0.0,0.0
2024-09-08 20:00:00,101,47.1,70.3,89.3,8.2,14.0,1502.0,0.0,0.0,0.0,0.0
2024-09-08 21:00:00,100,42.6,63.3,74.2,6.8,16.0,1335.0,0.0,0.0,0.0,0.0
2024-09-08 22:00:00,99,36.8,54.4,58.4,5.1,15.0,1166.0,0.0,0.0,0.0,0.0
2024-09-08 23:00:00,99,31.8,46.4,42.9,3.4,13.0,1007.0,0.0,0.0,0.0,0.0
2024-09-09 00:00:00,99,29.1,42.3,42.5,2.4,5.0,1097.0,0.0,0.0,0.0,0.0
2024-09-09 01:00:00,99,26.5,38.6,45.3,3.8,14.0,1175.0,0.0,0.0,0.0,0.0
2024-09-09 02:00:00,99,30.0,43.5,48.7,5.8,29.0,1272.0,0.0,0.0,0.0,0.0
2024-09-09 03:00:00,99,41.6,62.2,47.2,8.5,54.0,1265.0,0.0,0.0,0.0,0.0
2024-09-09 04:00:00,100,39.5,63.1,36.2,12.8,100.0,1051.0,0.0,0.0,0.0,0.0
2024-09-09 05:00:00,101,36.1,59.3,20.4,17.8,156.0,732.0,0.0,0.0,0.0,0.0
2024-09-09 06:00:00,102,32.1,52.4,8.6,20.8,199.0,492.0,0.0,0.0,0.0,0.0
2024-09-09 07:00:00,102,31.4,51.6,4.2,20.2,219.0,410.0,0.0,0.0,0.0,0.0
2024-09-09 08:00:00,103,30.3,49.5,3.8,17.6,225.0,408.0,0.0,0.0,0.0,0.0
2024-09-09 09:00:00,103,30.4,49.8,6.1,15.3,223.0,434.0,0.0,0.0,0.0,0.0
2024-09-09 10:00:00,123,30.4,50.2,8.5,14.0,214.0,445.0,0.0,0.0,0.0,0.0
2024-09-09 11:00:00,159,30.4,50.4,13.6,13.0,197.0,484.0,0.0,0.0,0.0,0.0
2024-09-09 12:00:00,182,33.1,52.5,26.8,8.4,149.0,591.0,0.0,0.0,0.0,0.0
2024-09-09 13:00:00,190,39.9,61.9,55.0,8.6,108.0,908.0,0.0,0.0,0.0,0.0
2024-09-09 14:00:00,182,46.7,71.5,93.8,9.0,51.0,1345.0,0.0,0.0,0.0,0.0
2024-09-09 15:00:00,158,51.6,79.4,121.1,9.4,9.0,1669.0,0.0,0.0,0.0,0.0
2024-09-09 16:00:00,117,54.9,85.2,127.1,10.2,0.0,1777.0,0.0,0.0,0.0,0.0
2024-09-09 17:00:00,108,57.5,89.4,121.8,11.2,2.0,1772.0,0.0,0.0,0.0,0.0
2024-09-09 18:00:00,108,58.4,90.6,112.9,11.3,7.0,1726.0,0.0,0.0,0.0,0.0
2024-09-09 19:00:00,109,55.9,85.4,102.1,9.8,7.0,1656.0,0.0,0.0,0.0,0.0
2024-09-09 20:00:00,110,49.6,74.5,87.8,7.6,7.0,1544.0,0.0,0.0,0.0,0.0
2024-09-09 21:00:00,110,42.8,64.3,73.2,5.7,9.0,1411.0,0.0,0.0,0.0,0.0
2024-09-09 22:00:00,110,37.3,56.3,56.9,4.7,14.0,1208.0,0.0,0.0,0.0,0.0
2024-09-09 23:00:00,110,32.9,49.9,40.3,4.2,21.0,984.0,0.0,0.0,0.0,0.0
2024-09-10 00:00:00,110,33.4,50.9,36.5,4.6,21.0,975.0,0.0,0.0,0.0,0.0
2024-09-10 01:00:00,110,31.5,47.8,41.8,5.4,22.0,1109.0,0.0,0.0,0.0,0.0
2024-09-10 02:00:00,111,33.6,49.6,48.6,6.7,25.0,1282.0,0.0,0.0,0.0,0.0
2024-09-10 03:00:00,111,45.2,68.9,49.5,8.7,43.0,1331.0,0.0,0.0,0.0,0.0
2024-09-10 04:00:00,112,45.1,73.8,38.9,12.3,90.0,1136.0,0.0,0.0,0.0,0.0
2024-09-10 05:00:00,112,43.7,72.6,22.5,16.7,151.0,817.0,0.0,0.0,0.0,0.0
2024-09-10 06:00:00,113,40.0,66.6,10.0,19.1,198.0,568.0,0.0,0.0,0.0,0.0
2024-09-10 07:00:00,114,37.0,61.2,5.1,17.9,218.0,467.0,0.0,0.0,0.0,0.0
2024-09-10 08:00:00,115,35.0,58.3,4.1,14.7,222.0,436.0,0.0,0.0,0.0,0.0
2024-09-10 09:00:00,115,34.0,56.8,6.1,12.0,217.0,442.0,0.0,0.0,0.0,0.0
2024-09-10 10:00:00,115,33.9,56.6,9.1,10.7,203.0,453.0,0.0,0.0,0.0,0.0
2024-09-10 11:00:00,151,34.7,57.5,15.1,9.9,180.0,500.0,0.0,0.0,0.0,0.0
2024-09-10 12:00:00,173,33.4,54.1,19.2,15.9,192.0,548.0,0.0,0.0,0.0,0.0
2024-09-10 13:00:00,190,45.8,70.8,56.2,16.4,141.0,949.0,0.0,0.0,0.0,0.0
2024-09-10 14:00:00,188,55.4,84.3,106.4,17.0,71.0,1497.0,0.0,0.0,0.0,0.0
2024-09-10 15:00:00,168,61.5,92.9,138.2,17.1,22.0,1863.0,0.0,0.0,0.0,0.0
2024-09-10 16:00:00,132,62.4,94.1,134.6,16.6,14.0,1881.0,0.0,0.0,0.0,0.0
2024-09-10 17:00:00,120,61.7,92.7,112.6,15.7,26.0,1718.0,0.0,0.0,0.0,0.0
2024-09-10 18:00:00,120,60.5,90.6,91.0,14.3,36.0,1550.0,0.0,0.0,0.0,0.0
2024-09-10 19:00:00,120,57.0,85.2,75.6,12.2,36.0,1430.0,0.0,0.0,0.0,0.0
2024-09-10 20:00:00,120,51.7,77.3,60.6,9.7,34.0,1305.0,0.0,0.0,0.0,0.0
2024-09-10 21:00:00,121,45.3,67.8,48.3,7.5,31.0,1190.0,0.0,0.0,0.0,0.0
2024-09-10 22:00:00,121,38.9,58.6,38.4,5.8,26.0,1055.0,0.0,0.0,0.0,0.0
2024-09-10 23:00:00,121,32.4,47.7,31.0,4.4,20.0,931.0,0.0,0.0,0.0,0.0
2024-09-11 00:00:00,121,27.6,42.4,28.6,3.6,17.0,921.0,0.0,0.0,0.0,0.0
2024-09-11 01:00:00,120,26.3,40.4,34.0,6.0,31.0,977.0,0.0,0.0,0.0,0.0
2024-09-11 02:00:00,120,30.3,46.0,41.0,9.3,51.0,1047.0,0.0,0.0,0.0,0.0
2024-09-11 03:00:00,119,42.5,65.9,42.7,12.4,79.0,1049.0,0.0,0.0,0.0,0.0
2024-09-11 04:00:00,119,42.8,67.8,33.8,15.4,121.0,920.0,0.0,0.0,0.0,0.0
2024-09-11 05:00:00,119,41.3,66.4,19.6,18.2,170.0,722.0,0.0,0.0,0.0,0.0
2024-09-11 06:00:00,119,39.8,64.5,8.8,19.3,206.0,565.0,0.0,0.0,0.0,0.0
2024-09-11 07:00:00,119,37.1,60.8,4.6,17.5,219.0,485.0,0.0,0.0,0.0,0.0
2024-09-11 08:00:00,119,34.2,56.3,3.8,14.2,219.0,445.0,0.0,0.0,0.0,0.0
2024-09-11 09:00:00,119,32.1,53.0,6.1,11.4,211.0,443.0,0.0,0.0,0.0,0.0
2024-09-11 10:00:00,138,30.9,50.8,10.9,10.3,197.0,474.0,0.0,0.0,0.0,0.0
2024-09-11 11:00:00,164,29.7,48.9,18.7,9.8,176.0,542.0,0.0,0.0,0.0,0.0
2024-09-11 12:00:00,180,24.3,37.7,15.2,16.5,213.0,520.0,0.0,0.0,0.0,0.0
2024-09-11 13:00:00,194,40.5,60.5,48.4,15.7,159.0,881.0,0.0,0.0,0.0,0.0
2024-09-11 14:00:00,193,47.3,69.8,93.5,14.4,84.0,1374.0,0.0,0.0,0.0,0.0
2024-09-11 15:00:00,173,46.8,68.7,123.3,13.0,28.0,1711.0,0.0,0.0,0.0,0.0
2024-09-11 16:00:00,140,42.7,62.6,123.6,11.3,9.0,1747.0,0.0,0.0,0.0,0.0
2024-09-11 17:00:00,112,39.1,57.0,108.4,9.4,8.0,1627.0,0.0,0.0,0.0,0.0
2024-09-11 18:00:00,109,36.3,52.7,92.6,7.6,10.0,1495.0,0.0,0.0,0.0,0.0
2024-09-11 19:00:00,107,33.2,48.1,80.6,6.1,8.0,1403.0,0.0,0.0,0.0,0.0
2024-09-11 20:00:00,104,29.5,42.7,67.9,4.7,7.0,1299.0,0.0,0.0,0.0,0.0
2024-09-11 21:00:00,102,25.5,37.1,55.6,3.8,10.0,1175.0,0.0,0.0,0.0,0.0
2024-09-11 22:00:00,100,22.4,32.6,42.2,3.6,18.0,987.0,0.0,0.0,0.0,0.0
2024-09-11 23:00:00,99,20.3,29.6,29.2,3.8,29.0,779.0,0.0,0.0,0.0,0.0
2024-09-12 00:00:00,98,22.1,32.4,28.9,4.6,34.0,806.0,0.0,0.0,0.0,0.0
2024-09-12 01:00:00,97,21.2,31.1,33.9,5.3,34.0,893.0,0.0,0.0,0.0,0.0
2024-09-12 02:00:00,97,24.3,35.3,40.2,6.4,36.0,1006.0,0.0,0.0,0.0,0.0
2024-09-12 03:00:00,96,28.0,40.7,41.5,7.6,52.0,1034.0,0.0,0.0,0.0,0.0
2024-09-12 04:00:00,95,28.6,41.7,32.6,9.0,96.0,894.0,0.0,0.0,0.0,0.0
2024-09-12 05:00:00,94,27.4,39.9,18.7,10.6,154.0,669.0,0.0,0.0,0.0,0.0
2024-09-12 06:00:00,93,26.1,38.4,8.2,11.7,199.0,496.0,0.0,0.0,0.0,0.0
2024-09-12 07:00:00,92,25.8,38.3,4.3,12.0,219.0,430.0,0.0,0.0,0.0,0.0
2024-09-12 08:00:00,91,25.7,38.3,3.8,11.9,225.0,416.0,0.0,0.0,0.0,0.0
2024-09-12 09:00:00,90,25.6,38.5,6.0,11.9,223.0,431.0,0.0,0.0,0.0,0.0
2024-09-12 10:00:00,123,25.4,38.5,10.5,12.2,213.0,464.0,0.0,0.0,0.0,0.0
2024-09-12 11:00:00,158,25.4,38.6,17.6,12.7,195.0,527.0,0.0,0.0,0.0,0.0
2024-09-12 12:00:00,180,27.1,40.5,27.2,11.3,170.0,615.0,0.0,0.0,0.0,0.0
2024-09-12 13:00:00,192,31.8,47.1,33.9,10.8,148.0,697.0,0.0,0.0,0.0,0.0
2024-09-12 14:00:00,191,33.9,50.2,43.0,10.2,117.0,810.0,0.0,0.0,0.0,0.0
2024-09-12 15:00:00,178,33.8,50.2,49.5,9.5,92.0,895.0,0.0,0.0,0.0,0.0
2024-09-12 16:00:00,158,33.6,49.8,51.6,8.9,78.0,934.0,0.0,0.0,0.0,0.0
2024-09-12 17:00:00,129,34.0,50.2,51.0,8.4,71.0,946.0,0.0,0.0,0.0,0.0
2024-09-12 18:00:00,97,34.1,50.2,47.8,7.8,67.0,925.0,0.0,0.0,0.0,0.0
2024-09-12 19:00:00,85,32.8,48.3,40.6,7.2,69.0,855.0,0.0,0.0,0.0,0.0
2024-09-12 20:00:00,85,30.6,45.3,30.8,6.6,75.0,753.0,0.0,0.0,0.0,0.0
2024-09-12 21:00:00,85,28.2,41.7,22.8,6.1,79.0,663.0,0.0,0.0,0.0,0.0
2024-09-12 22:00:00,86,26.3,39.0,18.1,5.6,77.0,596.0,0.0,0.0,0.0,0.0
2024-09-12 23:00:00,86,24.9,37.0,15.3,5.3,74.0,541.0,0.0,0.0,0.0,0.0
2024-09-13 00:00:00,86,23.3,34.3,22.9,3.6,30.0,598.0,0.0,0.0,0.0,0.0
2024-09-13 01:00:00,86,22.3,32.4,30.8,4.7,33.0,743.0,0.0,0.0,0.0,0.0
2024-09-13 02:00:00,86,26.1,37.7,41.3,6.2,40.0,934.0,0.0,0.0,0.0,0.0
2024-09-13 03:00:00,87,30.0,44.0,45.0,8.0,57.0,1014.0,0.0,0.0,0.0,0.0
2024-09-13 04:00:00,87,28.5,43.0,35.5,10.4,97.0,873.0,0.0,0.0,0.0,0.0
2024-09-13 05:00:00,87,27.6,43.0,19.4,13.1,148.0,621.0,0.0,0.0,0.0,0.0
2024-09-13 06:00:00,87,27.5,43.9,7.2,14.3,184.0,424.0,0.0,0.0,0.0,0.0
2024-09-13 07:00:00,87,26.4,42.4,2.9,12.7,193.0,345.0,0.0,0.0,0.0,0.0
2024-09-13 08:00:00,87,25.1,40.7,2.6,9.7,186.0,323.0,0.0,0.0,0.0,0.0
2024-09-13 09:00:00,87,24.9,41.8,5.2,7.5,175.0,338.0,0.0,0.0,0.0,0.0
2024-09-13 10:00:00,96,26.4,46.1,9.0,7.0,163.0,366.0,0.0,0.0,0.0,0.0
2024-09-13 11:00:00,122,29.5,52.4,15.6,7.4,146.0,431.0,0.0,0.0,0.0,0.0
2024-09-13 12:00:00,141,43.5,74.5,30.4,8.4,121.0,621.0,0.0,0.0,0.0,0.0
2024-09-13 13:00:00,146,54.5,89.4,56.5,9.1,86.0,917.0,0.0,0.0,0.0,0.0
2024-09-13 14:00:00,133,61.5,99.7,91.5,10.1,38.0,1315.0,0.0,0.0,0.0,0.0
2024-09-13 15:00:00,102,64.3,104.1,110.2,10.6,9.0,1539.0,0.0,0.0,0.0,0.0
2024-09-13 16:00:00,95,62.4,100.4,97.6,10.2,16.0,1432.0,0.0,0.0,0.0,0.0
2024-09-13 17:00:00,97,59.8,95.5,68.8,9.3,41.0,1150.0,0.0,0.0,0.0,0.0
2024-09-13 18:00:00,99,55.3,88.7,43.8,8.5,64.0,894.0,0.0,0.0,0.0,0.0
2024-09-13 19:00:00,101,47.5,77.3,29.6,8.1,77.0,726.0,0.0,0.0,0.0,0.0
2024-09-13 20:00:00,103,44.2,71.2,19.2,7.7,88.0,583.0,0.0,0.0,0.0,0.0
2024-09-13 21:00:00,104,44.5,72.2,11.5,7.3,99.0,471.0,0.0,0.0,0.0,0.0
2024-09-13 22:00:00,106,43.7,71.7,6.1,6.7,113.0,385.0,0.0,0.0,0.0,0.0
2024-09-13 23:00:00,107,40.2,66.4,3.4,6.0,127.0,330.0,0.0,0.0,0.0,0.0
2024-09-14 00:00:00,109,32.8,52.3,6.4,3.8,98.0,330.0,0.0,0.0,0.0,0.0
2024-09-14 01:00:00,110,31.5,49.6,13.7,3.4,87.0,416.0,0.0,0.0,0.0,0.0
2024-09-14 02:00:00,111,30.9,47.6,23.6,3.0,73.0,530.0,0.0,0.0,0.0,0.0
2024-09-14 03:00:00,112,31.0,48.2,28.6,3.3,71.0,593.0,0.0,0.0,0.0,0.0
2024-09-14 04:00:00,112,28.5,48.5,24.1,4.8,92.0,551.0,0.0,0.0,0.0,0.0
2024-09-14 05:00:00,112,31.4,54.1,14.9,6.9,126.0,458.0,0.0,0.0,0.0,0.0
2024-09-14 06:00:00,112,33.3,57.3,7.8,8.9,154.0,386.0,0.0,0.0,0.0,0.0
2024-09-14 07:00:00,113,35.4,61.0,5.3,10.6,172.0,364.0,0.0,0.0,0.0,0.0
2024-09-14 08:00:00,114,37.8,66.6,5.0,12.1,184.0,364.0,0.0,0.0,0.0,0.0
2024-09-14 09:00:00,115,39.3,71.5,6.0,13.3,191.0,377.0,0.0,0.0,0.0,0.0
2024-09-14 10:00:00,116,40.2,72.9,5.9,14.2,195.0,374.0,0.0,0.0,0.0,0.0
2024-09-14 11:00:00,119,41.1,73.8,7.2,14.8,194.0,384.0,0.0,0.0,0.0,0.0
2024-09-14 12:00:00,145,32.6,58.0,16.1,14.1,167.0,451.0,0.0,0.0,0.0,0.0
2024-09-14 13:00:00,158,37.8,62.9,35.9,12.8,129.0,660.0,0.0,0.0,0.0,0.0
2024-09-14 14:00:00,158,43.3,69.2,63.2,11.0,76.0,957.0,0.0,0.0,0.0,0.0
2024-09-14 15:00:00,145,46.1,72.6,84.0,9.7,34.0,1235.0,0.0,0.0,0.0,0.0
2024-09-14 16:00:00,115,49.4,77.5,93.0,9.6,15.0,1486.0,0.0,0.0,0.0,0.0
2024-09-14 17:00:00,111,52.4,82.7,95.6,10.0,7.0,1719.0,0.0,0.0,0.0,0.0
2024-09-14 18:00:00,110,53.3,82.9,93.2,9.8,3.0,1855.0,0.0,0.0,0.0,0.0
2024-09-14 19:00:00,110,49.9,75.9,84.2,8.3,1.0,1843.0,0.0,0.0,0.0,0.0
2024-09-14 20:00:00,110,44.1,65.4,70.4,6.1,2.0,1736.0,0.0,0.0,0.0,0.0
2024-09-14 21:00:00,110,38.5,57.0,58.6,4.4,4.0,1608.0,0.0,0.0,0.0,0.0
2024-09-14 22:00:00,110,33.9,50.4,51.3,3.4,3.0,1467.0,0.0,0.0,0.0,0.0
2024-09-14 23:00:00,109,30.3,45.8,46.1,2.8,2.0,1307.0,0.0,0.0,0.0,0.0
2024-09-15 00:00:00,108,24.7,36.9,31.9,2.6,8.0,859.0,0.0,0.0,0.0,0.0
2024-09-15 01:00:00,107,22.4,33.6,38.2,3.3,9.0,1052.0,0.0,0.0,0.0,0.0
2024-09-15 02:00:00,106,26.1,38.8,46.4,4.5,11.0,1305.0,0.0,0.0,0.0,0.0
2024-09-15 03:00:00,105,35.9,56.8,48.2,6.8,29.0,1394.0,0.0,0.0,0.0,0.0
2024-09-15 04:00:00,106,32.8,59.8,37.5,11.5,76.0,1157.0,0.0,0.0,0.0,0.0
2024-09-15 05:00:00,106,34.1,63.1,20.5,17.2,137.0,756.0,0.0,0.0,0.0,0.0
2024-09-15 06:00:00,107,34.6,63.3,7.7,20.4,183.0,453.0,0.0,0.0,0.0,0.0
2024-09-15 07:00:00,107,34.1,62.6,3.1,18.7,200.0,356.0,0.0,0.0,0.0,0.0
2024-09-15 08:00:00,107,33.4,61.5,2.8,14.4,200.0,357.0,0.0,0.0,0.0,0.0
2024-09-15 09:00:00,106,32.9,61.0,5.5,10.9,193.0,392.0,0.0,0.0,0.0,0.0
2024-09-15 10:00:00,105,33.1,61.5,10.7,9.7,180.0,438.0,0.0,0.0,0.0,0.0
